farmer_age,years_experience,land_acres,annual_farm_revenue,alt_income_source,alt_annual_income,total_annual_income,collateral_type,collateral_value,credit_score,loan_amount_requested,approved
42,21,61.91,1426745.43,Dairy,121309.75,1548055.18,Fixed Deposit,338533.48,559,1574616.05,1
28,8,4.15,126796.5,None,0,126796.5,Land Title Deeds,257536.27,784,124677.92,1
64,40,17.9,471608.59,Poultry,238587.15,710195.74,Tractor/Machinery,1319540.05,670,506490.49,1
37,15,74.85,2609112.06,None,0,2609112.06,Land Title Deeds,4451887.56,592,1936066.09,1
34,12,52.97,1490220.31,None,0,1490220.31,Land Title Deeds,4879910.43,788,1423544.05,1
42,22,39.28,1536539.55,None,0,1536539.55,Gold/Jewelry,861801.23,582,1034247.2,0
23,0,78.87,2372359.68,Poultry,113258.03,2485617.71,Gold/Jewelry,391008.67,637,1994334.38,1
63,39,73.18,1761666.94,None,0,1761666.94,Land Title Deeds,6949857.78,680,1863244.69,1
52,28,67.2,1476934.9,None,0,1476934.9,Land Title Deeds,6023932.67,846,1705514.18,1
52,32,40.5,1031067.47,Dairy,68235.45,1099302.92,Land Title Deeds,2167538.5,631,1063414.78,1
28,4,26.91,827531.55,Retail Shop,48862.54,876394.09,Land Title Deeds,2272819.66,759,701453.61,1
42,18,32.5,1072481.98,Dairy,110611.91,1183093.89,Gold/Jewelry,415359.38,619,823467.88,1
47,23,64.73,2078561.3,None,0,2078561.3,Land Title Deeds,4068274.39,444,1664110.64,1
57,36,77.39,3736618.96,None,0,3736618.96,Land Title Deeds,5931032.59,723,1986671.37,1
31,9,70.23,2810177.22,Dairy,183118.45,2993295.67,Tractor/Machinery,459622.42,522,1827575.93,1
46,22,4.02,131267,None,0,131267,Fixed Deposit,408821.02,498,146564.57,1
22,0,13.7,521949.24,Dairy,76673.35,598622.58,Land Title Deeds,811960.48,674,405420.76,1
39,16,23.92,562156.56,Agri-Services,145416.77,707573.32,Tractor/Machinery,1394623.42,510,675324.04,1
45,21,27.98,933671.72,Dairy,160169.23,1093840.96,Land Title Deeds,1557426.07,518,747775.1,1
31,7,28.84,905471.01,None,0,905471.01,Land Title Deeds,2832415.96,756,786710.21,1
55,35,76.24,1839344.93,Dairy,90232.59,1929577.52,Land Title Deeds,6516574.56,601,1962325.98,1
57,34,81.34,2151480.59,Poultry,84930.4,2236410.98,Land Title Deeds,4911918.47,638,2065296.29,1
30,8,49.42,1354749.52,Dairy,69125.81,1423875.32,Land Title Deeds,4019504.12,441,1266639.25,1
71,47,23.73,673642.77,Poultry,222360.49,896003.26,Land Title Deeds,2201287.74,670,627226.79,1
41,20,87.78,2155306.76,Agri-Services,99174.55,2254481.31,Land Title Deeds,4879834.1,749,2250408.95,1
68,48,30.67,1051326.99,Poultry,151697.18,1203024.17,Land Title Deeds,3004684.44,677,810553.54,1
37,17,84.4,1714041.75,Retail Shop,117638.09,1831679.84,Land Title Deeds,7928291.17,715,2151710.11,1
59,39,14.85,371404.22,Dairy,131231.07,502635.29,Land Title Deeds,909898.69,564,435791.16,1
51,29,79.54,2268725.03,Dairy,71008.48,2339733.51,Tractor/Machinery,1219298.76,699,2071190.6,1
72,48,44.05,1477881.17,Dairy,148341.67,1626222.84,Tractor/Machinery,660944.62,481,1111317.22,1
36,13,12.48,314606.91,Dairy,121430.31,436037.22,Land Title Deeds,788487.27,561,355770.09,1
64,41,96.68,3827919.31,Dairy,106751.25,3934670.56,Land Title Deeds,8822433.53,666,2432622.82,1
55,34,37.94,494798.69,Agri-Services,66974.81,561773.49,Land Title Deeds,1964524.17,740,991887.27,1
57,33,82.24,2047911.02,Agri-Services,51291.26,2099202.27,Land Title Deeds,4467487.66,671,2092376.54,1
21,0,65.05,2020455.1,Dairy,165313.62,2185768.72,Land Title Deeds,3561779.51,737,1689732.25,1
58,36,92.54,2115955.93,Poultry,158534.65,2274490.58,Land Title Deeds,6461935.95,765,2362786.11,1
70,49,73.55,1969580.71,None,0,1969580.71,Land Title Deeds,5489152.04,848,1903461.47,1
66,46,34.91,1062992.21,Dairy,115542.64,1178534.85,Fixed Deposit,284143.8,687,897836.26,1
41,17,98.66,3147107.3,Poultry,160103.71,3307211.01,Gold/Jewelry,843531.33,626,2560867.84,1
38,18,73.74,1553095.98,Poultry,297473.65,1850569.63,Land Title Deeds,4404648.93,645,1926665.48,1
60,40,43.35,745045.71,None,0,745045.71,Land Title Deeds,3090554.66,635,1172560.53,1
33,12,22.68,954198.13,Dairy,120476.93,1074675.05,Land Title Deeds,2188377.1,757,583076.6,1
75,50,3.58,98064.45,Dairy,145055.21,243119.66,Tractor/Machinery,1468677.99,586,99790.73,1
25,1,90.1,3655389.92,Poultry,109395.65,3764785.57,Land Title Deeds,4896135.28,676,2335777.84,1
47,23,37.54,1164471.05,Poultry,251148.89,1415619.94,Land Title Deeds,2204728.78,572,1037184.37,1
73,50,28.02,801956.14,None,0,801956.14,Land Title Deeds,2127645.09,596,760783.37,1
25,3,96.27,2996685.95,Dairy,165955.62,3162641.57,Land Title Deeds,8913508.94,737,2485569.87,1
52,31,65.99,3070601.77,Government Pension,127839.62,3198441.39,Land Title Deeds,6351188.33,623,1689115.34,1
72,50,80.15,1715027.32,Dairy,132428.6,1847455.92,Land Title Deeds,4352263.9,566,2090088.06,1
64,42,8.98,307275.77,None,0,307275.77,Land Title Deeds,500466.42,710,257430.93,1
64,44,52.8,1325153.24,Dairy,191961.22,1517114.46,Land Title Deeds,4949369.78,689,1349970.36,1
27,7,54.8,2012102.52,Government Pension,59594.26,2071696.78,Land Title Deeds,3750892.65,602,1399946.52,1
28,7,23.36,977902.74,Government Pension,40738.62,1018641.37,Tractor/Machinery,1239384.9,596,611635.9,1
37,16,17.16,488577.76,Dairy,149598.35,638176.11,Land Title Deeds,1040468.1,850,525445.87,1
70,50,46.06,1721050.59,None,0,1721050.59,Land Title Deeds,4549358.52,446,1212411.51,1
66,44,88.73,3651124.73,None,0,3651124.73,Land Title Deeds,4888426.85,516,2299877.97,1
21,1,85.68,2222182.94,Agri-Services,112134.58,2334317.52,Tractor/Machinery,496024.36,753,2222726.56,1
31,9,71.11,2481561.85,Agri-Services,51374.73,2532936.58,Land Title Deeds,5140062.07,788,1807226.94,1
48,28,67.45,2275515.89,Retail Shop,56029.54,2331545.43,Land Title Deeds,6226616.98,602,1758260.98,1
64,41,73.45,2400264.31,Poultry,133351.15,2533615.47,Land Title Deeds,4997765.38,642,1926446.77,1
61,40,11.28,418894.95,Dairy,153078.17,571973.13,Tractor/Machinery,1293866.76,675,337292.76,1
23,0,8.31,245450.12,Government Pension,116943.28,362393.4,Land Title Deeds,821870.79,719,230469.36,1
56,32,37.1,553226.66,None,0,553226.66,Land Title Deeds,2486461.1,672,971395.2,1
59,38,24.39,507518.32,Dairy,87715.65,595233.97,Tractor/Machinery,903789.59,693,657408.19,1
54,32,28.41,838017.23,Dairy,66747.7,904764.93,Gold/Jewelry,139489,669,759303.1,1
41,19,36.05,1757703.4,None,0,1757703.4,Land Title Deeds,2811250.63,806,992302.25,1
58,36,19.81,518777.27,Dairy,165447.5,684224.77,Gold/Jewelry,309154.12,624,582844.97,1
60,38,76.34,2269268.03,None,0,2269268.03,Land Title Deeds,5685668.52,798,1978677.35,1
35,13,85.5,1867034.34,None,0,1867034.34,Tractor/Machinery,903613.5,718,2196558.21,1
38,18,91.68,3085244.61,Dairy,148679.28,3233923.89,Land Title Deeds,6224493.23,648,2379205,1
58,35,75.86,2707665.72,Dairy,123090.81,2830756.53,Land Title Deeds,6516627.34,659,1987569.87,1
72,50,17.7,685281.01,Dairy,172294.18,857575.2,Land Title Deeds,1020548.29,619,520615.19,1
56,32,9.52,313131.62,None,0,313131.62,Land Title Deeds,844138.64,767,328276.72,1
39,18,15.59,442354.93,None,0,442354.93,Land Title Deeds,1044095.32,736,401550.39,1
34,12,74.51,2775987.55,None,0,2775987.55,Land Title Deeds,4100233.02,429,1906029.63,1
31,8,39.92,953526.01,Dairy,91147.06,1044673.08,Tractor/Machinery,536031.11,743,1042339.98,1
25,3,15.16,310821.39,None,0,310821.39,Land Title Deeds,1337675.96,675,477523.8,1
71,48,95.98,3023055.84,None,0,3023055.84,Gold/Jewelry,749304.62,649,2419031.75,1
33,11,23.67,778215.83,Dairy,129165.23,907381.06,Land Title Deeds,1874190.96,616,634552.74,1
21,1,54.21,1885647.2,Agri-Services,132987.89,2018635.09,Land Title Deeds,3910249.87,625,1453430.05,1
43,20,80.31,2436852.94,Poultry,152483.7,2589336.64,Land Title Deeds,6341499.59,554,2018597.75,1
43,22,23.21,816826.96,Retail Shop,86253.05,903080.02,Land Title Deeds,1347183.12,522,615117.26,1
57,34,31.81,809263.38,Poultry,295336.24,1104599.62,Land Title Deeds,2536325.36,850,861467.54,1
43,21,91.71,2743541.5,Retail Shop,102816.97,2846358.46,Land Title Deeds,8853163.16,755,2306802.59,1
24,1,43.56,1436782.97,None,0,1436782.97,Land Title Deeds,3919216.94,719,1149077.39,1
51,30,14.62,559385.61,Agri-Services,57544.23,616929.85,None,0,718,456431.13,0
42,21,19.02,740697.38,Retail Shop,86446.41,827143.79,Gold/Jewelry,216608.83,808,557807.62,1
49,27,77.8,1876516.41,None,0,1876516.41,Fixed Deposit,87084.61,612,1968350.4,1
35,13,70.28,2390479.29,Retail Shop,101825.34,2492304.63,Land Title Deeds,5729136.49,530,1783901.08,1
22,1,55.66,1859491.78,Dairy,63887.51,1923379.29,Land Title Deeds,4935764.16,755,1488533.07,1
63,42,24.9,743957.99,Retail Shop,146047.38,890005.37,Land Title Deeds,2032877.18,647,684382.28,1
46,22,68.78,2830177.8,None,0,2830177.8,Land Title Deeds,4488811.76,598,1801663.68,1
31,8,45.86,1455637.75,None,0,1455637.75,None,0,770,1230583.01,0
49,25,16.32,411416.72,None,0,411416.72,Gold/Jewelry,701239.56,655,419630.07,1
29,6,24.61,384953.64,Retail Shop,123361.28,508314.92,Land Title Deeds,2216062.27,521,691650.75,1
47,23,2.43,75263.24,Poultry,154313.1,229576.34,Land Title Deeds,216526.24,515,106405.86,1
75,50,14.88,646852.68,None,0,646852.68,Fixed Deposit,166287.64,564,391472.3,0
56,36,66.49,2121442.65,Retail Shop,107504.95,2228947.6,Land Title Deeds,6221713.54,772,1688367.02,1
72,50,46.06,1913289.42,Retail Shop,143590.3,2056879.71,Tractor/Machinery,649457.89,671,1226985.78,1
26,6,39.75,1528310,None,0,1528310,Land Title Deeds,2303837.03,820,1028335.02,1
73,50,20.74,841340.05,None,0,841340.05,Land Title Deeds,1718195.61,711,594713.43,1
52,29,59.75,1991400.16,Agri-Services,40307.49,2031707.66,Land Title Deeds,3238478.88,640,1549730.12,1
56,35,3.71,131416.67,None,0,131416.67,Tractor/Machinery,1428297.87,619,116014.3,1
48,24,69.78,2785693.46,Dairy,78889.17,2864582.63,Land Title Deeds,4348892.02,761,1843863.12,1
21,0,76.48,1976666.89,None,0,1976666.89,Land Title Deeds,3896046.41,729,1958571.44,1
73,50,33.79,881400.43,None,0,881400.43,Land Title Deeds,2741903.95,639,886343.39,1
40,17,28.29,569095.72,Agri-Services,51807.88,620903.6,Gold/Jewelry,681629.94,533,774642.01,1
51,31,46.39,1391984.78,Dairy,89805.87,1481790.65,Land Title Deeds,2940368.74,642,1218961.61,1
66,45,27.55,981545.43,Dairy,120434.18,1101979.61,Land Title Deeds,2048504.1,583,773455.89,1
65,43,33.41,1042605.78,Agri-Services,67715.31,1110321.09,Land Title Deeds,3142553.62,681,912570.35,1
61,38,44.28,1444066.65,None,0,1444066.65,Land Title Deeds,4104709.73,587,1173743.92,1
67,47,69.7,1627123.81,Dairy,102426.24,1729550.05,Gold/Jewelry,190404.64,691,1762503.59,1
60,38,68.31,2134474.8,Retail Shop,51817.7,2186292.5,Land Title Deeds,4643996.2,642,1724831.69,1
31,8,32.27,911213.42,Poultry,143078.35,1054291.76,Gold/Jewelry,169653.13,850,867988.69,1
73,50,24.91,704417.3,None,0,704417.3,Tractor/Machinery,386881.92,626,655124.45,1
36,15,33.27,456138.45,None,0,456138.45,Gold/Jewelry,264908.58,604,852758.27,1
47,27,15.46,456898.88,None,0,456898.88,Fixed Deposit,316328.32,791,468906.96,1
52,29,28.8,754607.09,None,0,754607.09,Land Title Deeds,2347679.65,831,789473.19,1
56,35,41.4,1441212.95,Dairy,70808.78,1512021.73,None,0,527,1112583.74,0
75,50,63.4,2375888.32,Poultry,246615.4,2622503.72,Land Title Deeds,3211628.99,718,1673937.71,1
47,24,67.34,2141487.22,None,0,2141487.22,Land Title Deeds,4946905.89,551,1724895.22,1
74,50,40.59,1270524.22,Government Pension,40400.63,1310924.86,Land Title Deeds,2601173.29,639,1027575.33,1
63,41,19.26,369009.9,None,0,369009.9,Gold/Jewelry,779841.81,743,509670.87,1
73,50,43.01,990967.75,Agri-Services,120699.58,1111667.33,Land Title Deeds,2938511.3,544,1172117.04,1
35,15,91.99,2110246.15,None,0,2110246.15,Fixed Deposit,231755.44,641,2393000.1,1
48,24,54.07,1556573.2,Agri-Services,48353.16,1604926.36,Land Title Deeds,3941750.23,677,1405651.39,1
29,6,61.41,1694582.45,None,0,1694582.45,Land Title Deeds,3558252.23,597,1559434.35,1
49,25,41.93,1326824.95,Retail Shop,89625.06,1416450,Land Title Deeds,2977729.51,619,1142995.53,1
63,42,75.85,2876214.24,None,0,2876214.24,Land Title Deeds,5744959.48,594,1954848.05,1
57,37,19.29,631012.75,Dairy,151389.75,782402.5,Land Title Deeds,1543989.97,559,557536.81,1
48,25,30.97,768356.97,Dairy,62420.82,830777.79,Land Title Deeds,1663661.17,500,863459.08,1
21,0,16.68,531826.9,Dairy,179893.1,711720,Tractor/Machinery,866994.38,534,485123.73,1
63,39,28.21,737789.47,Dairy,69605.08,807394.54,Land Title Deeds,2771469.46,653,763863.49,1
64,44,30.08,921026.21,None,0,921026.21,Land Title Deeds,1930814.54,677,763887.2,1
50,26,19.26,713597.63,Poultry,80431.73,794029.36,Land Title Deeds,1697025.31,733,520512.87,1
35,11,88.67,1874724.69,None,0,1874724.69,Gold/Jewelry,384681.88,401,2279803.4,0
30,6,2.83,98202.93,Agri-Services,147263.79,245466.72,Fixed Deposit,241762.22,850,85231.75,1
50,29,45.49,1121017.43,None,0,1121017.43,Land Title Deeds,3252317.65,729,1229439.52,1
24,2,64.17,2187526.27,None,0,2187526.27,Gold/Jewelry,603013.37,769,1614707.54,1
61,38,38.12,1178570.1,None,0,1178570.1,Land Title Deeds,1940998.16,814,971264.81,1
63,43,56.47,2399348.47,None,0,2399348.47,Land Title Deeds,3326676.4,495,1458725.76,1
69,47,8.33,299761.02,None,0,299761.02,Land Title Deeds,553829.76,539,265012.32,1
40,19,95.69,1594681.06,Poultry,265978.3,1860659.36,Land Title Deeds,6074399.07,738,2448606.8,1
69,45,24.71,666755.68,None,0,666755.68,Land Title Deeds,1971131.63,733,715835.98,1
62,41,41.2,1234892.28,Agri-Services,98948.04,1333840.32,Land Title Deeds,2775167.14,613,1094696.11,1
44,23,56.04,1538454.76,Government Pension,118994.99,1657449.74,None,0,681,1453250.24,0
74,50,51.01,2215419.66,None,0,2215419.66,Land Title Deeds,2860544.51,548,1301966.59,1
49,26,13.8,350156.95,None,0,350156.95,Land Title Deeds,1111988.56,764,435214.43,1
53,32,37.65,765856.57,None,0,765856.57,Gold/Jewelry,600359.77,651,1023361.59,1
33,13,95.85,3060654.55,None,0,3060654.55,Gold/Jewelry,101877.23,559,2465210.79,0
56,36,80.69,2326373.71,Government Pension,76426.45,2402800.15,Land Title Deeds,6628799.8,565,2065263.68,1
57,36,16.48,758336.05,Dairy,147915.54,906251.59,Land Title Deeds,937627.15,595,502105.69,1
36,16,45.07,1450062.62,Dairy,159258.71,1609321.33,Land Title Deeds,3948258.93,508,1210426.24,1
41,19,14.9,425313.23,Retail Shop,95493.87,520807.1,Land Title Deeds,1423948.1,807,403567.91,1
73,49,43.27,1501029.86,Government Pension,97094.24,1598124.1,Land Title Deeds,2448116.31,588,1134557,1
29,5,45.67,1103045.57,Dairy,90551.1,1193596.68,Gold/Jewelry,901384.46,573,1240957.25,0
32,10,79.74,1594137.4,Dairy,158683.88,1752821.28,Fixed Deposit,203175.97,462,2021377.86,1
51,28,73.94,1960605.35,None,0,1960605.35,Land Title Deeds,4592178.43,524,1941474.95,1
28,6,44.29,692789.69,Dairy,113009.99,805799.68,Land Title Deeds,3305900.78,622,1175076.75,1
53,33,65.9,1890715.23,Agri-Services,100912.42,1991627.65,Fixed Deposit,365032.46,422,1720949.49,1
42,18,61.82,1339490.07,Government Pension,70234.51,1409724.58,Gold/Jewelry,361667.93,695,1581084.66,1
26,4,47.86,840465.36,Dairy,132537.57,973002.93,Fixed Deposit,373095.15,575,1280870.59,0
75,50,59.05,813637.08,None,0,813637.08,Land Title Deeds,5657241.2,410,1543587.19,1
56,33,16.64,570189.08,Dairy,186884.88,757073.96,Land Title Deeds,1637800.83,542,439630.43,1
31,9,88.35,1913291,Agri-Services,49033.36,1962324.36,Land Title Deeds,5324286.03,763,2257674.92,1
60,36,96.75,4150798.78,Retail Shop,47778.74,4198577.52,None,0,524,2436346.51,0
21,0,31.27,1025109.88,Retail Shop,80061.96,1105171.84,Gold/Jewelry,210504.65,616,821664.15,1
62,38,26.05,530168.2,Poultry,243220.53,773388.73,Gold/Jewelry,173909.76,514,733728.13,1
43,21,75.79,2504686.15,None,0,2504686.15,Land Title Deeds,4249642.77,332,1933193.35,1
61,39,98.5,3138227.08,Poultry,83181.03,3221408.11,Land Title Deeds,8065929.79,652,2516942.3,1
39,16,78.09,2891728.78,Poultry,117184.19,3008912.97,Land Title Deeds,7642045.9,413,2047718.23,1
51,28,45.09,2340740.38,None,0,2340740.38,Gold/Jewelry,612285.93,702,1145824.77,1
45,21,37.39,879740.66,Dairy,96040.64,975781.3,Land Title Deeds,3029819.25,756,1030433.65,1
60,38,98.94,3953786.66,Dairy,86137.57,4039924.23,Land Title Deeds,5951826.98,603,2500899.59,1
50,30,34.98,1458442.57,Agri-Services,54334.94,1512777.51,Land Title Deeds,3080257.79,666,942282.11,1
58,36,49.99,1554663.84,Dairy,122054.22,1676718.05,Gold/Jewelry,659624.97,697,1288017.11,1
53,33,69.72,2216901.55,Dairy,61698.52,2278600.07,Gold/Jewelry,484358.5,688,1781939.05,1
27,7,18.97,663597.24,Agri-Services,56493.91,720091.15,Gold/Jewelry,334387.52,734,504607.36,1
36,13,48.75,965560.05,None,0,965560.05,Fixed Deposit,136614.03,630,1236728.38,1
44,24,80.04,2608195.33,Dairy,194163.85,2802359.19,Land Title Deeds,5301554,604,2093271.77,1
52,28,35.29,1538122.42,Dairy,70693.88,1608816.3,Land Title Deeds,2258080.97,596,933032.53,1
72,50,6.51,161397.26,None,0,161397.26,Land Title Deeds,349229.25,654,214942.44,1
59,39,16.6,546777.15,Dairy,94553.02,641330.17,Land Title Deeds,1000702.54,850,491081.13,1
58,34,17.36,576775.31,None,0,576775.31,Land Title Deeds,1010703.47,522,522161.96,1
30,10,17.97,438198.38,None,0,438198.38,Gold/Jewelry,130430.05,671,518000.56,1
30,10,95.79,3882427.99,Poultry,244635.52,4127063.51,Tractor/Machinery,1430178.5,474,2413344.17,1
36,12,92.53,3469912.41,None,0,3469912.41,Land Title Deeds,5203913.39,522,2365967.86,1
35,15,93.59,2257791.03,None,0,2257791.03,Land Title Deeds,8108010.88,773,2389411.41,1
55,35,99.88,3708907.5,Dairy,163643.33,3872550.83,Land Title Deeds,5381786.76,601,2509187.44,1
26,4,63.43,2409639.96,Dairy,111041.91,2520681.88,Land Title Deeds,4165549.18,776,1606847.5,1
29,7,13.47,494608.99,None,0,494608.99,Land Title Deeds,1210947.47,708,381190.97,1
66,44,20.08,528326.63,Poultry,163761.03,692087.66,Land Title Deeds,1701954.88,469,548953.48,1
52,31,4.18,152644.95,None,0,152644.95,Land Title Deeds,383373.29,573,192100.05,1
23,3,12.09,342340.95,None,0,342340.95,Land Title Deeds,913270.96,665,318394.71,1
58,34,5.44,126527.03,None,0,126527.03,Tractor/Machinery,489765.27,663,216392.38,1
73,50,60.67,1920241.81,None,0,1920241.81,Tractor/Machinery,807930.94,539,1566116.54,0
24,3,47.32,1446197.01,None,0,1446197.01,Land Title Deeds,4374259.67,554,1282916.9,1
62,40,57.46,1739988.95,Dairy,133930.34,1873919.29,None,0,784,1450838.83,0
59,35,37.81,1189681.71,Retail Shop,88537.04,1278218.75,Land Title Deeds,2088323.27,522,981072.37,1
38,16,12.07,398619.73,None,0,398619.73,Land Title Deeds,755085.99,725,338867.12,1
53,29,59.56,2449491.51,None,0,2449491.51,Gold/Jewelry,333816.75,532,1528646.4,0
50,28,79.74,2311453.73,Dairy,127456.99,2438910.72,Land Title Deeds,5326585.1,740,2035408.31,1
64,41,71.45,1448972.49,Agri-Services,107302.74,1556275.23,Land Title Deeds,6346815.73,669,1834125.06,1
46,24,10.87,243926.76,None,0,243926.76,None,0,581,288466.03,0
24,3,30.63,782213.36,Dairy,95716.1,877929.46,Gold/Jewelry,976969.92,359,862180.1,0
38,16,72.88,2530457.08,None,0,2530457.08,Land Title Deeds,5326381.25,685,1893924.74,1
49,27,80.26,1272722.82,Dairy,174362.28,1447085.09,Land Title Deeds,4755028.56,716,2104172.49,1
37,16,4.55,120181.55,Agri-Services,61433.32,181614.87,Land Title Deeds,291179.14,850,179065.21,1
73,50,23.01,494318.82,None,0,494318.82,Gold/Jewelry,134098.76,564,607538.59,0
43,20,15.61,621069.41,None,0,621069.41,Land Title Deeds,916693.69,633,441826.49,1
45,23,26,688329.52,Poultry,204096.61,892426.13,Land Title Deeds,2110357.99,654,675956.65,1
64,42,51.62,1011371,None,0,1011371,Land Title Deeds,4555415.83,622,1321914.72,1
56,36,42.14,1162192.36,Dairy,97730.41,1259922.77,Gold/Jewelry,313218.71,624,1112980.1,1
39,17,66.43,2026333.05,None,0,2026333.05,Land Title Deeds,4743713.72,633,1671931.4,1
60,39,84.2,1894085.77,Retail Shop,116203.71,2010289.48,Land Title Deeds,6351126.43,622,2119705.77,1
52,32,23.39,835768.8,Poultry,160633.92,996402.72,Fixed Deposit,243917.64,459,604782.6,1
42,22,3.02,85551.83,Retail Shop,67142.97,152694.8,Land Title Deeds,197714.34,570,108511.17,1
67,47,34.43,973879.57,None,0,973879.57,Land Title Deeds,3169166.76,667,910226.37,1
29,9,12.27,316917.09,Retail Shop,43000.45,359917.54,Land Title Deeds,656523.2,850,404874.21,1
22,0,26.33,923023.87,None,0,923023.87,Land Title Deeds,2491067.35,520,749492.32,1
47,23,85.95,2820447.18,None,0,2820447.18,Land Title Deeds,5182524.07,769,2159970.99,1
74,50,43.8,1478973,Dairy,146266.7,1625239.7,Fixed Deposit,196667.05,607,1109920.23,1
25,5,96.53,3083887.37,Poultry,269054.07,3352941.44,Gold/Jewelry,367313.64,644,2440255.34,1
22,0,51.24,1496005.66,Poultry,151693.31,1647698.97,Land Title Deeds,3190087.02,397,1328815.67,1
29,6,54.05,1989877.03,None,0,1989877.03,Land Title Deeds,4339080.81,587,1381819.87,1
24,4,3.52,78377.27,Retail Shop,101040.53,179417.8,Land Title Deeds,344475.27,747,178259.57,1
28,8,71.51,1559046.28,Dairy,110374.84,1669421.12,Land Title Deeds,3997861.69,603,1873262.66,1
41,18,90.8,1660108.52,Dairy,145657.73,1805766.26,Land Title Deeds,9047756.42,686,2288001.79,1
39,15,81.72,2048855.71,None,0,2048855.71,Land Title Deeds,6582821.13,713,2118002.6,1
67,45,28.56,1004640.35,Retail Shop,40634.97,1045275.31,Land Title Deeds,2045504.46,497,783079.94,1
67,46,85.92,2346452.13,Poultry,145072.95,2491525.08,Land Title Deeds,6383740.34,557,2172393.52,1
26,3,80.79,2552749.31,None,0,2552749.31,Land Title Deeds,6900590.05,469,2072727.13,1
37,14,67.71,1490230.38,None,0,1490230.38,Gold/Jewelry,527604.05,842,1773607.06,1
28,7,7.61,205677.72,Retail Shop,91928.77,297606.49,Tractor/Machinery,1465214.92,731,257836.11,1
58,38,68.27,2400458.25,None,0,2400458.25,Land Title Deeds,3774650.4,637,1735547.06,1
56,36,85.85,1681536.97,Retail Shop,57914.98,1739451.95,Land Title Deeds,8584656.33,536,2169770.76,1
74,50,53.46,1589860.61,Agri-Services,100354.93,1690215.54,Land Title Deeds,3697895.97,446,1392182.08,1
29,5,53.1,1377760.45,Agri-Services,114404.9,1492165.36,Land Title Deeds,3374043.92,759,1405994.86,1
21,1,94.3,2744513.91,Government Pension,42323.4,2786837.31,Land Title Deeds,8582273.14,804,2443554.76,1
73,50,81.73,2603183.33,Government Pension,123460.71,2726644.04,Land Title Deeds,6745452.05,557,2093936.27,1
46,22,24.23,650094.03,Dairy,72825.69,722919.72,Land Title Deeds,1311485.73,565,701339.57,1
27,7,85.16,1891849.45,Dairy,115332.7,2007182.14,Land Title Deeds,6742290.11,572,2172351.22,1
56,32,86.97,2921558.79,None,0,2921558.79,Land Title Deeds,8610575.99,653,2202292.55,1
25,4,98.81,2638269.45,Dairy,59573.7,2697843.15,Gold/Jewelry,504407.58,517,2537667.18,0
39,16,84.36,3021032.91,Agri-Services,103464.76,3124497.67,Land Title Deeds,5855334.82,546,2191950.58,1
73,50,86.99,2461516.48,Dairy,167092.44,2628608.92,Tractor/Machinery,703565.26,516,2217982.53,1
31,11,22.62,719936.69,None,0,719936.69,Gold/Jewelry,292512.55,773,634314.91,1
22,0,16.73,590809.33,Dairy,128622.6,719431.93,Land Title Deeds,1583273.43,825,430459.21,1
32,9,75.9,2453431.9,Dairy,169984.45,2623416.35,Gold/Jewelry,630148.95,791,1922431.04,1
57,34,15.62,303982.62,Dairy,124713.04,428695.65,Land Title Deeds,1065493.23,512,484693.55,1
40,16,76.08,2151821.21,Poultry,89034.71,2240855.92,Land Title Deeds,4925410.64,572,1985044.42,1
23,3,32.27,762524.5,Poultry,201609.35,964133.85,Land Title Deeds,2083581.87,652,820758.13,1
29,6,43.75,1636976.9,None,0,1636976.9,Tractor/Machinery,1437672.89,720,1125886.47,1
66,46,84.15,2015049.68,Poultry,298929.47,2313979.14,Land Title Deeds,6364936.21,523,2168395.28,1
39,17,9.99,356091.61,None,0,356091.61,Land Title Deeds,696196.67,630,285020.37,1
24,2,80.76,2731628.44,None,0,2731628.44,Land Title Deeds,5541406.49,660,2074640.86,1
44,20,92.56,3366753.2,Dairy,182234.65,3548987.85,Gold/Jewelry,987372.07,549,2412147.81,1
21,0,21.06,708473.6,Retail Shop,134738.38,843211.98,Gold/Jewelry,605403.73,679,549531.63,1
41,19,89.22,2597930.98,None,0,2597930.98,Land Title Deeds,7201853.39,763,2265306.37,1
72,50,4.9,63256.08,Retail Shop,126597.35,189853.43,Land Title Deeds,388519.95,619,140144.51,1
42,19,97.6,2520920.11,Agri-Services,48423.52,2569343.63,Tractor/Machinery,1112780.53,517,2520100.23,0
71,50,79.62,2802563.13,Poultry,83479.03,2886042.16,Land Title Deeds,4374718.59,664,2014341.48,1
40,16,66.36,2277786.19,Dairy,165025.55,2442811.74,Land Title Deeds,5624819.2,786,1715300.12,1
27,7,49.44,1581787.47,Dairy,58858.66,1640646.14,Land Title Deeds,4617878.9,515,1262147.09,1
40,19,92.05,2131070.64,Dairy,131809.77,2262880.42,Gold/Jewelry,153477.79,688,2394616.07,1
56,36,64.32,2716088.91,Dairy,164237.41,2880326.31,Land Title Deeds,4332213.85,432,1679889.34,1
59,39,7.4,143457.37,Agri-Services,99448.99,242906.36,Fixed Deposit,186589.48,807,258500.96,1
41,20,41.1,921314.24,Agri-Services,64399.72,985713.97,Land Title Deeds,2309082.41,627,1103589.9,1
57,37,29.52,1120727.35,Retail Shop,127038.61,1247765.96,Land Title Deeds,1614531.26,654,798110.59,1
